Id,Symbol,ScientificName,ScientificNameComponents,CommonName,Group,RankId,Rank,Durations,GrowthHabits,NativeStatuses,MapCoordinates,PlantsDistributionResults,AcceptedId,OtherCommonNames,HasSynonyms,Ancestors,HasSubordinateTaxa,SubordinateTaxa,HasWildlife,Wildlife,HasWetlandData,WetlandData,HasImages,HasRelatedLinks,RelatedLinks,HasLegalStatuses,LegalStatuses,HasNoxiousStatuses,NoxiousStatuses,HasDocumentation,HasDistributionData,Documentation,PlantNotes,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,InvasiveStatuses,ProtectedStatuses,PlantGuideUrls,FactSheetUrls,HasCharacteristics,PlantLocationId,Characteristics,HasEthnobotany,Ethnobotanies,HasPollinator,Pollinators,ScientificSort,characteristics/0/Active Growth Period,characteristics/0/Bloat,characteristics/0/C:N Ratio,characteristics/0/Coppice Potential,characteristics/0/Fall Conspicuous,characteristics/0/Fire Resistant,characteristics/0/Flower Color,characteristics/0/Flower Conspicuous,characteristics/0/Foliage Color,characteristics/0/Foliage Porosity Summer,characteristics/0/Foliage Porosity Winter,characteristics/0/Foliage Texture,characteristics/0/Fruit/Seed Color,characteristics/0/Fruit/Seed Conspicuous,characteristics/0/Growth Form,characteristics/0/Growth Rate,"characteristics/0/Height at 20 Years, Maximum (feet)","characteristics/0/Height, Mature (feet)",characteristics/0/Known Allelopath,characteristics/0/Leaf Retention,characteristics/0/Lifespan,characteristics/0/Low Growing Grass,characteristics/0/Nitrogen Fixation,characteristics/0/Resprout Ability,characteristics/0/Shape and Orientation,characteristics/0/Toxicity,characteristics/0/Adapted to Coarse Textured Soils,characteristics/0/Adapted to Fine Textured Soils,characteristics/0/Adapted to Medium Textured Soils,characteristics/0/Anaerobic Tolerance,characteristics/0/CaCO3 Tolerance,characteristics/0/Cold Stratification Required,characteristics/0/Drought Tolerance,characteristics/0/Fertility Requirement,characteristics/0/Fire Tolerance,"characteristics/0/Frost Free Days, Minimum",characteristics/0/Hedge Tolerance,characteristics/0/Moisture Use,"characteristics/0/pH, Maximum","characteristics/0/pH, Minimum","characteristics/0/Planting Density per Acre, Maximum","characteristics/0/Planting Density per Acre, Minimum","characteristics/0/Precipitation, Maximum","characteristics/0/Precipitation, Minimum","characteristics/0/Root Depth, Minimum (inches)",characteristics/0/Salinity Tolerance,characteristics/0/Shade Tolerance,"characteristics/0/Temperature, Minimum (°F)",characteristics/0/Bloom Period,characteristics/0/Commercial Availability,characteristics/0/Fruit/Seed Abundance,characteristics/0/Fruit/Seed Period Begin,characteristics/0/Fruit/Seed Period End,characteristics/0/Fruit/Seed Persistence,characteristics/0/Propagated by Bare Root,characteristics/0/Propagated by Bulb,characteristics/0/Propagated by Container,characteristics/0/Propagated by Corm,characteristics/0/Propagated by Cuttings,characteristics/0/Propagated by Seed,characteristics/0/Propagated by Sod,characteristics/0/Propagated by Sprigs,characteristics/0/Propagated by Tubers,characteristics/0/Seed per Pound,characteristics/0/Seed Spread Rate,characteristics/0/Seedling Vigor,characteristics/0/Small Grain,characteristics/0/Vegetative Spread Rate,characteristics/0/Berry/Nut/Seed Product,characteristics/0/Christmas Tree Product,characteristics/0/Fodder Product,characteristics/0/Fuelwood Product,characteristics/0/Lumber Product,characteristics/0/Naval Store Product,characteristics/0/Nursery Stock Product,characteristics/0/Palatable Browse Animal,characteristics/0/Palatable Human,characteristics/0/Post Product,characteristics/0/Pulpwood Product,characteristics/0/Veneer Product,characteristics/0/Protein Potential,characteristics/0/Palatable Graze Animal,Synonyms/0/Id,Synonyms/0/Symbol,Synonyms/0/ScientificName,Synonyms/0/ScientificNameComponents,Synonyms/0/CommonName,Synonyms/0/Group,Synonyms/0/RankId,Synonyms/0/Rank,Synonyms/0/Durations,Synonyms/0/GrowthHabits,Synonyms/0/NativeStatuses,Synonyms/0/MapCoordinates,Synonyms/0/PlantsDistributionResults,Synonyms/0/AcceptedId,Synonyms/0/OtherCommonNames,Synonyms/0/HasSynonyms,Synonyms/0/Synonyms/0,Synonyms/0/Ancestors,Synonyms/0/HasSubordinateTaxa,Synonyms/0/SubordinateTaxa,Synonyms/0/HasWildlife,Synonyms/0/Wildlife,Synonyms/0/HasWetlandData,Synonyms/0/WetlandData,Synonyms/0/HasImages,Synonyms/0/HasRelatedLinks,Synonyms/0/RelatedLinks,Synonyms/0/HasLegalStatuses,Synonyms/0/LegalStatuses,Synonyms/0/HasNoxiousStatuses,Synonyms/0/NoxiousStatuses,Synonyms/0/HasDocumentation,Synonyms/0/HasDistributionData,Synonyms/0/Documentation,Synonyms/0/PlantNotes,Synonyms/0/NumImages,Synonyms/0/ProfileImageFilename,Synonyms/0/ImageId,Synonyms/0/HasInvasiveStatuses,Synonyms/0/InvasiveStatuses,Synonyms/0/ProtectedStatuses,Synonyms/0/PlantGuideUrls,Synonyms/0/FactSheetUrls,Synonyms/0/HasCharacteristics,Synonyms/0/PlantLocationId,Synonyms/0/Characteristics,Synonyms/0/HasEthnobotany,Synonyms/0/Ethnobotanies,Synonyms/0/HasPollinator,Synonyms/0/Pollinators,Synonyms/0/ScientificSort,characteristics/0/After Harvest Regrowth Rate
20894,BRCA6,&lt;i&gt;Bromus catharticus&lt;/i&gt; Vahl,,rescuegrass,,0,,,,,,,20894,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,brca6_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Bromus catharticus Vahl,"Fall, Winter and Spring",None,Low,No,No,No,Yellow,No,Green,Dense,Moderate,Fine,Brown,No,Bunch,Rapid,,3.0,No,No,Short,No,None,No,Erect,None,Yes,No,Yes,None,High,No,Low,High,Low,80,None,High,7.2,5.5,,,28,18,12,Low,Intolerant,7,Early Spring,Routinely Available,High,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,51680,Rapid,High,No,None,No,No,Yes,,No,No,No,Low,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
20903,BRCI2,&lt;i&gt;Bromus ciliatus&lt;/i&gt; L.,,fringed brome,,0,,,,,,,20903,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,brci2_003_thp.jpg,0,false,,,,,false,0,,false,,false,,Bromus ciliatus L.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,4.0,No,No,Long,No,None,No,Erect,None,Yes,Yes,No,Low,Medium,No,Low,Low,Medium,175,None,Medium,7.5,5.5,,,40,12,16,Low,Tolerant,-3,Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,236000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,No,No,No,No,Low,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
20945,BRHOH,&lt;i&gt;Bromus hordeaceus&lt;/i&gt; L. ssp. &lt;i&gt;hordeaceus &lt;/i&gt;,,soft brome,,0,,,,,,,20945,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,brmo2_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Bromus hordeaceus L. ssp. hordeaceus,"Fall, Winter and Spring",None,Low,No,No,No,Brown,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Rapid,,2.0,No,No,,No,None,No,Erect,None,Yes,Yes,Yes,None,High,No,High,Low,High,90,None,Medium,8.0,5.5,,,20,12,10,Medium,Intermediate,17,Mid Spring,Contracting Only,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,251840,Rapid,High,No,None,No,No,Yes,,No,No,No,High,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
20954,BRIN2,&lt;i&gt;Bromus inermis&lt;/i&gt; Leyss.,,smooth brome,,0,,,,,,,20954,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,brin2_003_tvp.jpg,0,false,,,,,false,0,,false,,false,,Bromus inermis Leyss.,"Spring, Summer, Fall",None,Low,No,No,No,Yellow,No,Dark Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,2.5,No,No,Long,Yes,None,No,Erect,None,No,Yes,Yes,Low,High,No,Low,High,High,120,None,High,7.5,5.5,,,40,18,12,Medium,Intolerant,-33,Early Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,142880,Slow,High,No,Moderate,No,No,Yes,,No,No,No,Low,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
20976,BRKA2,&lt;i&gt;Bromus kalmii&lt;/i&gt; A. Gray,,arctic brome,,0,,,,,,,20976,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,brka2_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Bromus kalmii A. Gray,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Rapid,,3.0,No,No,Moderate,No,None,No,Erect,None,Yes,No,Yes,Low,Medium,No,Medium,Low,High,85,None,Low,7.0,5.7,,,55,32,8,None,Tolerant,-33,Early Summer,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,145000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
20997,BRMA4,&lt;i&gt;Bromus marginatus&lt;/i&gt; Nees ex Steud.,,mountain brome,,0,,,,,,,20997,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,brma4_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Bromus marginatus Nees ex Steud.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Coarse,Brown,No,Bunch,Rapid,,4.0,No,No,Short,No,None,No,Erect,None,Yes,No,Yes,None,Medium,No,Medium,Low,Low,150,None,High,8.0,5.5,,,20,10,12,High,Intolerant,-28,Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,64080,Slow,High,No,None,No,No,Yes,,No,No,No,Medium,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
21051,BRRU2,&lt;i&gt;Bromus rubens&lt;/i&gt; L.,,red brome,,0,,,,,,,21051,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,2,brru2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Bromus rubens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21064,BRSI,&lt;i&gt;Bromus sitchensis&lt;/i&gt; Trin.,,Alaska brome,,0,,,,,,,21064,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,brsi_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Bromus sitchensis Trin.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,5.0,No,No,Long,No,None,No,Erect,None,No,No,Yes,None,Low,No,Medium,Medium,High,150,None,Low,7.2,5.6,,,60,36,10,None,Tolerant,-18,Late Spring,Contracting Only,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,71000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
21088,BRVU,&lt;i&gt;Bromus vulgaris&lt;/i&gt; (Hook.) Shear,,Columbia brome,,0,,,,,,,21088,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,brvu_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Bromus vulgaris (Hook.) Shear,Summer,None,Low,No,No,No,Yellow,No,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,,1.0,No,No,Moderate,Yes,None,No,Decumbent,None,Yes,No,Yes,None,Medium,No,High,Low,Medium,100,None,Low,7.9,5.4,,,20,11,8,Low,Tolerant,-23,Late Spring,Contracting Only,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,122086,Moderate,High,No,Slow,No,No,Yes,,No,No,No,Medium,No,No,No,No,Low,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
84306,BUBU,&lt;i&gt;Bucida buceras&lt;/i&gt; L.,,gregorywood,,0,,,,,,,84306,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,bubu_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Bucida buceras L.,"Fall, Winter and Spring",None,,No,No,No,Yellow,No,Green,Dense,Dense,Fine,Black,No,,Rapid,75,50.0,No,Yes,,No,None,No,Oval,Moderate,Yes,Yes,Yes,Low,Medium,No,High,Medium,,365,Low,,8.0,4.0,640,320,200,50,36,Medium,Tolerant,32,Spring,Routinely Available,,Summer,Fall,No,Yes,No,No,No,Yes,Yes,No,No,No,186730,,,No,,No,No,No,Medium,Yes,No,Yes,Low,No,Yes,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93100,BUSI,&lt;i&gt;Bursera simaruba&lt;/i&gt; (L.) Sarg.,,gumbo limbo,,0,,,,,,,93100,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,12,busi_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Bursera simaruba (L.) Sarg.,Spring,None,,No,No,No,Green,Yes,Green,Dense,Moderate,Medium,Red,No,,Rapid,60,40.0,No,No,,No,None,Yes,Rounded,,Yes,Yes,Yes,Low,Medium,No,High,Medium,,365,Low,,7.0,6.0,640,320,,,36,Medium,Tolerant,40,Spring,,,Summer,Summer,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,No,,Yes,No,No,Medium,No,No,No,,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86706,BYSP,&lt;i&gt;Byrsonima spicata&lt;/i&gt; (Cav.) Kunth,,doncella,,0,,,,,,,86706,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,bysp_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Byrsonima spicata (Cav.) Kunth,Spring,None,,No,No,No,Yellow,Yes,Green,,,,Yellow,No,,Rapid,45,66.0,No,Yes,,No,None,No,Oval,,No,No,No,,,No,,Medium,,365,Low,,7.5,5.0,640,320,130,40,36,,,40,Indeterminate,,,Year Round,Year Round,Yes,No,No,No,No,No,Yes,No,No,No,,,,No,,No,No,No,Medium,Yes,No,No,Low,Yes,Yes,No,Yes,,Low,86707,BYCO2,&lt;i&gt;Byrsonima coriacea&lt;/i&gt; (Sw.) DC.,,,,0,,,,,,,86706,,false,,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,,
71625,CACA,&lt;i&gt;Cabomba caroliniana&lt;/i&gt; A. Gray,,Carolina fanwort,,0,,,,,,,71625,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,caca_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Cabomba caroliniana A. Gray,Summer,None,,No,No,Yes,White,No,Gray-Green,,,Fine,,No,Multiple Stem,Rapid,,,No,No,Moderate,No,None,No,Prostrate,None,Yes,Yes,Yes,High,High,No,None,Medium,,140,None,High,9.2,5.7,,,60,40,12,None,Intermediate,-23,Indeterminate,Routinely Available,Low,Spring,Fall,No,No,No,No,No,No,Yes,No,No,No,500000,Rapid,High,No,Rapid,No,No,No,,No,No,No,Medium,No,No,No,No,Medium,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
78165,CAGI,&lt;i&gt;Caesalpinia gilliesii&lt;/i&gt; (Wall. ex Hook.) Wall. ex D. Dietr.,,bird-of-paradise shrub,,0,,,,,,,78165,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,cagi_003_thp.jpg,0,false,,,,,false,0,,false,,false,,Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.,Summer,None,High,No,Yes,No,White,Yes,Dark Green,Porous,Porous,Coarse,Black,Yes,Single Stem,Slow,20,35.0,No,Yes,Long,No,Low,No,Erect,None,Yes,No,Yes,None,High,No,High,Low,None,320,None,Low,8.5,7.0,2700,700,10,2,12,Low,Intolerant,27,Early Spring,Contracting Only,High,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,60000,Moderate,High,No,Slow,Yes,No,No,,No,No,Yes,,Yes,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78192,CACA27,&lt;i&gt;Cajanus cajan&lt;/i&gt; (L.) Millsp.,,pigeonpea,,0,,,,,,,78192,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,2,caca27_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Cajanus cajan (L.) Millsp.,Year Round,None,Medium,No,No,No,Yellow,Yes,Green,Dense,Dense,Medium,Brown,Yes,Single Stem,Moderate,10,10.0,No,Yes,Short,No,Medium,Yes,Erect,None,Yes,Yes,Yes,Low,High,No,High,Medium,Medium,365,Medium,Low,8.3,5.0,1600,400,150,25,16,Medium,Intermediate,31,Indeterminate,Routinely Available,Medium,Year Round,Year Round,Yes,Yes,No,Yes,No,No,Yes,No,No,No,8000,Moderate,Medium,No,None,Yes,No,No,,No,No,Yes,High,Yes,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21100,CABR,&lt;i&gt;Calamagrostis breweri&lt;/i&gt; Thurb.,,shorthair reedgrass,,0,,,,,,,21100,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,cabr_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Calamagrostis breweri Thurb.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,5.0,No,No,Long,Yes,None,No,Erect,None,Yes,Yes,Yes,Medium,Low,No,None,Medium,High,110,None,High,7.5,5.0,7000,3450,60,24,10,None,Intolerant,-28,Early Summer,No Known Source,Low,Summer,Summer,No,No,No,No,No,No,No,No,Yes,No,2000000,Moderate,Low,No,None,No,No,No,,No,No,No,Low,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
21103,CACA4,&lt;i&gt;Calamagrostis canadensis&lt;/i&gt; (Michx.) P. Beauv.,,bluejoint,,0,,,,,,,21103,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,caca4_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Calamagrostis canadensis (Michx.) P. Beauv.,Spring,None,,No,No,No,Green,No,Green,Moderate,Porous,Medium,Yellow,No,Rhizomatous,Moderate,,4.9,No,No,Long,No,None,No,Erect,None,No,Yes,Yes,High,Medium,No,Low,Medium,Low,102,None,Medium,8.0,4.5,7000,3450,65,14,16,None,Intolerant,-33,Late Spring,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,3837472,Moderate,Medium,No,Slow,No,No,No,,No,No,No,Medium,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
21127,CACO71,&lt;i&gt;Calamagrostis coarctata&lt;/i&gt; Eaton,,Nuttall's reedgrass,,0,,,,,,,21127,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,caco71_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Calamagrostis coarctata Eaton,Spring,None,,No,No,No,Green,No,Green,Moderate,Porous,Medium,Yellow,No,Bunch,Moderate,,4.9,No,No,Long,No,None,No,Erect,None,No,Yes,Yes,High,Medium,No,Low,Medium,Low,110,None,Medium,7.0,4.0,7000,3450,65,35,6,None,Intolerant,-28,Fall,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,,Moderate,Medium,No,Slow,No,No,No,,No,No,No,,No,No,No,No,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
21177,CARU,&lt;i&gt;Calamagrostis rubescens&lt;/i&gt; Buckley,,pinegrass,,0,,,,,,,21177,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,caru_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Calamagrostis rubescens Buckley,Spring and Summer,None,Medium,No,No,No,Yellow,No,Dark Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Slow,,3.0,No,No,Moderate,Yes,None,No,Semi-Erect,None,No,Yes,Yes,High,Low,No,Low,Low,Medium,100,None,Medium,8.0,5.5,18000,11000,26,16,7,None,Tolerant,-28,Late Spring,Routinely Available,Low,Spring,Summer,No,No,No,No,No,No,Yes,No,Yes,No,2646000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,High,No,No,No,No,Low,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
21189,CASTI3,&lt;i&gt;Calamagrostis stricta&lt;/i&gt; (Timm) Koeler ssp. &lt;i&gt;inexpansa&lt;/i&gt; (A. Gray) C.W. Greene,,northern reedgrass,,0,,,,,,,21189,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,12,caca3_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Calamagrostis stricta (Timm) Koeler ssp. inexpansa (A. Gray) C.W. Greene,Spring and Summer,None,Medium,No,Yes,No,Purple,No,Dark Green,Dense,Porous,Medium,Brown,No,Rhizomatous,Moderate,,3.0,No,No,Long,Yes,None,No,Erect,None,No,Yes,Yes,High,Low,No,Low,Medium,Medium,90,None,High,8.0,5.5,18000,11000,60,26,7,Medium,Intermediate,-38,Late Spring,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,5300000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,Medium,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
21211,CASTS5,&lt;i&gt;Calamagrostis stricta&lt;/i&gt; (Timm) Koeler ssp. &lt;i&gt;stricta &lt;/i&gt;,,slimstem reedgrass,,0,,,,,,,21211,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Calamagrostis stricta (Timm) Koeler ssp. stricta,Spring and Summer,None,Medium,No,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,No,Rhizomatous,Moderate,,3.0,No,No,Long,Yes,None,No,Erect,None,No,Yes,Yes,Medium,Low,No,Low,Medium,Medium,90,None,High,7.5,5.5,18000,11000,60,24,7,None,Intermediate,-43,Late Spring,Contracting Only,Low,Spring,Summer,No,No,No,No,No,No,Yes,No,Yes,No,1400000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,Medium,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
21239,CALO,&lt;i&gt;Calamovilfa longifolia&lt;/i&gt; (Hook.) Scribn.,,prairie sandreed,,0,,,,,,,21239,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,calo_003_tvp.jpg,0,false,,,,,false,0,,false,,false,,Calamovilfa longifolia (Hook.) Scribn.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,4.5,No,No,Moderate,No,None,No,Erect,None,Yes,No,Yes,None,High,No,High,High,Medium,130,None,Low,8.4,5.6,,,22,12,20,Low,Intolerant,-38,Late Summer,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,No,No,274000,Slow,Medium,No,Rapid,No,No,Yes,,No,No,No,Medium,No,No,No,No,Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
78209,CAER,&lt;i&gt;Calliandra eriophylla&lt;/i&gt; Benth.,,fairyduster,,0,,,,,,,78209,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,caer_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Calliandra eriophylla Benth.,Spring and Summer,None,Low,No,No,Yes,Purple,Yes,Green,Porous,Porous,Fine,Brown,No,Multiple Stem,Moderate,1,3.0,No,No,Moderate,No,Low,Yes,Rounded,None,Yes,No,Yes,None,High,No,High,Low,None,240,High,Low,8.5,7.0,1200,1200,10,2,12,None,Intolerant,28,Early Spring,Field Collections Only,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,24000,Moderate,High,No,None,No,No,No,,No,No,Yes,High,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46985,CAAM2,&lt;i&gt;Callicarpa americana&lt;/i&gt; L.,,American beautyberry,,0,,,,,,,46985,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,16,caam2_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Callicarpa americana L.,Spring and Summer,None,High,No,Yes,No,Blue,Yes,Green,Dense,Moderate,Medium,Purple,Yes,Multiple Stem,Moderate,6,6.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,Yes,Yes,None,Medium,No,High,High,High,175,Medium,High,7.0,4.8,2700,1200,60,30,14,None,Intermediate,-8,Early Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,85000,Slow,Medium,No,None,No,No,No,,No,No,Yes,High,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65897,CAIN2,&lt;i&gt;Callirhoe involucrata&lt;/i&gt; (Torr. &amp; A. Gray) A. Gray,,purple poppymallow,,0,,,,,,,65897,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,12,cain2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Callirhoe involucrata (Torr. &amp; A. Gray) A. Gray,Spring and Summer,None,Medium,No,No,No,Red,Yes,Gray-Green,Porous,Porous,Coarse,Brown,No,Stoloniferous,Moderate,,1.0,No,No,Moderate,No,None,No,Decumbent,None,Yes,No,Yes,None,Medium,No,Medium,Medium,Low,95,None,Medium,7.5,5.5,11000,4800,36,10,12,Low,Intolerant,-38,Mid Spring,Contracting Only,Medium,Spring,Summer,No,No,No,No,No,Yes,Yes,No,Yes,No,600000,Moderate,Medium,No,Moderate,No,No,No,,No,No,Yes,,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
